ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;ESTU_AREARESIDE;ESTU_ESTADOCIVIL;ESTU_VALORMATRICULAUNIVERSIDAD;ESTU_PAGOMATRICULABECA;ESTU_PAGOMATRICULACREDITO;ESTU_PAGOMATRICULAPADRES;ESTU_PAGOMATRICULAPROPIO;ESTU_COMOCAPACITOEXAMENSB11;ESTU_SEMESTRECURSA;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_OCUPACIONPADRE;FAMI_OCUPACIONMADRE;FAMI_ESTRATOVIVIENDA;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;ESTU_HORASSEMANATRABAJA;INST_NOMBRE_INSTITUCION;ESTU_PRGM_ACADEMICO;ESTU_PRGM_MUNICIPIO;ESTU_PRGM_DEPARTAMENTO;ESTU_NIVEL_PRGM_ACADEMICO;ESTU_METODO_PRGM;INST_ORIGEN;ESTU_DEPTO_PRESENTACION;MOD_RAZONA_CUANTITAT_PUNT;MOD_RAZONA_CUANTITAT_DESEM;MOD_RAZONA_CUANTITATIVO_PNAL;MOD_LECTURA_CRITICA_PUNT;MOD_LECTURA_CRITICA_DESEM;MOD_LECTURA_CRITICA_PNAL;MOD_COMPETEN_CIUDADA_PUNT;MOD_COMPETEN_CIUDADA_DESEM;MOD_COMPETEN_CIUDADA_PNAL;MOD_INGLES_PUNT;MOD_INGLES_DESEM;MOD_INGLES_PNAL;MOD_COMUNI_ESCRITA_PUNT;MOD_COMUNI_ESCRITA_DESEM;MOD_COMUNI_ESCRITA_PNAL;PUNT_GLOBAL;ESTU_NSE_INDIVIDUAL;ESTU_NSE_IES
CC;COLOMBIA;F;8/04/1998;Cabecera Municipal;Soltero;No paga matricula;No;No;No;Si;Repasa por cuenta propia;9;No sabe;Secundaria (Bachillerato) completa;Otra actividad u ocupaci贸n;Hogar;Estrato 1;Si;Si;No sabe;Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;ECONOMIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;197;3;94;180;3;81;193;3;93;154;A2;48;180;3;95;181;2;2
CC;COLOMBIA;F;30/10/2000;Cabecera Municipal;Separado y/o Viudo;Menos de 500 mil;No;No;Si;Si;No realiza ninguna prueba de preparacion;8;;;Otra actividad u ocupaci贸n;Trabajador por cuenta propia;;;;;;;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGRONOMICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;180;3;85;204;4;96;153;2;61;106;A1;4;145;2;51;158;;2
CC;COLOMBIA;F;18/08/1996;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;Si;Si;Repasa por cuenta propia;10;No Aplica;T茅cnica o tecnol贸gica incompleta;Otra actividad u ocupaci贸n;Trabajador por cuenta propia;Estrato 2;Si;Si;No aplica;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN ARTES VISUALES;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;171;3;78;158;3;57;162;3;70;161;A2;57;162;3;74;163;2;2
CC;COLOMBIA;F;24/05/1996;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;9;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 1;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Es agricultor, pesquero o jornalero;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGROFORESTAL;SAN ANDRES DE TUMACO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;122;1;26;127;2;23;89;1;6;110;A1;5;127;2;35;115;2;2
CC;COLOMBIA;M;28/12/1997;;;;;;;;;;Primaria completa;Primaria incompleta;;;Estrato 2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;DISE脩O INDUSTRIAL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;119;1;23;155;2;54;115;1;22;140;A2;31;190;4;98;144;1;2
CC;COLOMBIA;F;8/01/2000;Area Rural;Soltero;Menos de 500 mil;Si;No;No;No;Repasa por cuenta propia;9;Secundaria (Bachillerato) completa;Primaria completa;Empleado obrero u operario;Hogar;Estrato 2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN CIENCIAS SOCIALES;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;131;2;35;149;2;47;157;3;65;124;A2;12;163;3;76;145;1;2
CC;COLOMBIA;F;23/06/1999;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;Si;No;No realiza ninguna prueba de preparacion;8;Educacion profesional completa;Educacion profesional completa;Trabajador por cuenta propia;Hogar;Estrato 2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN FILOSOFIA Y LETRAS;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;170;3;77;163;3;63;167;3;74;179;B1;77;173;3;89;170;3;2
CC;COLOMBIA;M;4/05/1985;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;9;Educaci贸n profesional incompleta;Tecnica o tecnologica completa;Trabajador por cuenta propia;Otra actividad u ocupacion;Estrato 3;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como personal de limpieza, mantenimiento, seguridad o construccion;Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA CIVIL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;202;3;96;188;3;88;183;3;87;197;B2;90;168;3;83;188;3;2
CC;COLOMBIA;F;28/04/1999;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;9;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;Empleado de nivel t茅cnico o profesional;Hogar;Estrato 1;No;Si;Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente);Trabaja en el hogar, no trabaja o estudia;Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;CONTADUR脥A P脷BLICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;169;3;76;162;3;62;172;3;78;169;B1;67;0;;1;134;2;2
CC;COLOMBIA;M;28/07/1997;Cabecera Municipal;Soltero;No paga matricula;No;No;No;Si;No realiza ninguna prueba de preparacion;9;Secundaria (Bachillerato) incompleta;Educaci贸n profesional incompleta;Trabajador por cuenta propia;Otra actividad u ocupacion;Estrato 2;Si;Si;Trabaja por cuenta propia (por ejemplo plomero, electricista);No sabe;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGROINDUSTRIAL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;168;3;75;170;3;71;167;3;75;155;A2;50;123;2;27;157;2;2
CC;COLOMBIA;M;18/12/1998;Cabecera Municipal;Soltero;No paga matricula;No;No;No;Si;Repasa por cuenta propia;9;Primaria incompleta;Primaria incompleta;Empleado obrero u operario;Hogar;Estrato 1;Si;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA DE SISTEMAS;IPIALES;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;198;3;95;165;3;66;163;3;71;133;A2;23;120;2;21;156;2;2
CC;COLOMBIA;F;15/03/2000;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;9;Educacion profesional completa;Tecnica o tecnologica completa;Empleado de nivel auxiliar o administrativo;Hogar;Estrato 2;Si;Si;No aplica;Trabaja en el hogar, no trabaja o estudia;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;CONTADUR脥A P脷BLICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;169;3;76;172;3;73;167;3;74;161;A2;57;168;3;83;167;3;2
CC;COLOMBIA;M;17/03/1999;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;9;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 2;Si;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Trabaja en el hogar, no trabaja o estudia;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;CONTADUR脥A P脷BLICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;149;2;54;144;2;42;126;2;33;149;A2;43;120;2;21;138;1;2
CC;COLOMBIA;F;22/01/1999;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;8;Educacion profesional completa;Tecnica o tecnologica completa;Trabajador por cuenta propia;Hogar;Estrato 1;No;No;Trabaja por cuenta propia (por ejemplo plomero, electricista);Trabaja en el hogar, no trabaja o estudia;0;UNIVERSIDAD DE NARI袿-PASTO;SOCIOLOG脥A;SAN ANDRES DE TUMACO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;102;1;9;146;2;44;137;2;44;138;A2;29;163;3;75;137;2;2
CC;COLOMBIA;F;9/09/2000;Cabecera Municipal;Soltero;Menos de 500 mil;Si;No;Si;Si;Repasa por cuenta propia;8;Tecnica o tecnologica completa;Tecnica o tecnologica completa;Otra actividad u ocupaci贸n;Hogar;Estrato 1;Si;Si;No aplica;Es vendedor o trabaja en atencion al publico;0;UNIVERSIDAD DE NARI袿-PASTO;ARQUITECTURA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;130;2;33;144;2;41;138;2;45;131;A2;20;159;3;69;140;3;2
CC;COLOMBIA;F;13/02/1998;Area Rural;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;9;Primaria completa;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 1;No;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA DE SISTEMAS;IPIALES;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;139;2;43;123;1;20;94;1;8;148;A2;41;147;2;53;130;2;2
CC;COLOMBIA;M;28/10/1997;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;9;Educacion profesional completa;Educacion profesional completa;Empleado de nivel t茅cnico o profesional;Empleado de nivel auxiliar o administrativo;Estrato 3;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);0;UNIVERSIDAD DE NARI袿-PASTO;PSICOLOGIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;103;1;10;95;1;3;80;1;3;159;A2;55;156;3;66;119;4;2
CC;COLOMBIA;F;22/04/1996;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;8;Primaria completa;T茅cnica o tecnol贸gica completa;Pensionado;Empleado de nivel tecnico o profesional;Estrato 1;Si;Si;Pensionado;No aplica;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;SOCIOLOG脥A;SAN ANDRES DE TUMACO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;93;1;5;109;1;9;126;2;32;131;A2;20;84;1;3;109;3;2
CC;COLOMBIA;F;25/03/2000;Area Rural;Soltero;No paga matricula;No;Si;Si;No;Repasa por cuenta propia;8;Primaria incompleta;Primaria incompleta;Otra actividad u ocupaci贸n;Hogar;Estrato 1;Si;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;0;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA EN PRODUCCION ACUICOLA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;161;3;68;165;3;66;166;3;73;114;A1;7;156;3;65;152;1;2
CC;COLOMBIA;M;2/12/1975;Cabecera Municipal;Union libre;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;10;Primaria incompleta;Primaria completa;Pensionado;Hogar;Estrato 3;Si;Si;Pensionado;Trabaja en el hogar, no trabaja o estudia;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN ARTES VISUALES;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;120;1;24;179;3;80;164;3;72;183;B1;80;149;2;56;159;2;2
CC;COLOMBIA;M;8/12/1998;Area Rural;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;11;Primaria completa;Primaria incompleta;Trabajador por cuenta propia;Otra actividad u ocupacion;Estrato 1;Si;Si;No sabe;No aplica;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN MATEMATICAS;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;194;3;93;170;3;71;148;2;55;163;A2;59;0;;1;135;2;2
CC;COLOMBIA;F;17/03/1999;Cabecera Municipal;Soltero;Menos de 500 mil;Si;No;Si;No;Repasa por cuenta propia;9;Primaria completa;Primaria incompleta;Trabajador por cuenta propia;Empleado obrero u operario;Estrato 2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;Entre 21 y 30 horas;UNIVERSIDAD DE NARI袿-PASTO;GEOGRAFIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;149;2;54;168;3;69;161;3;69;181;B1;79;119;2;18;156;2;2
CC;COLOMBIA;F;5/02/1999;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;No;Si;Repasa por cuenta propia;9;Secundaria (Bachillerato) completa;T茅cnica o tecnol贸gica completa;Trabajador por cuenta propia;Hogar;Estrato 1;No;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;0;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGROFORESTAL;SAN ANDRES DE TUMACO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;218;4;100;200;4;95;179;3;84;178;B1;75;142;2;49;183;3;2
CC;COLOMBIA;F;24/04/2000;Cabecera Municipal;Soltero;No paga matricula;No;Si;Si;No;Repasa por cuenta propia;9;Primaria incompleta;Secundaria (Bachillerato) completa;Otra actividad u ocupaci贸n;Hogar;Estrato 2;Si;Si;Es agricultor, pesquero o jornalero;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;GEOGRAFIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;138;2;42;169;3;70;164;3;72;144;A2;37;145;2;51;152;2;2
CC;COLOMBIA;F;18/02/2000;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;8;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Empleado obrero u operario;Estrato 2;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN FILOSOFIA Y LETRAS;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;153;2;59;169;3;70;154;2;62;150;A2;44;85;1;3;142;2;2
CC;COLOMBIA;M;9/02/2001;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;Si;Si;No realiza ninguna prueba de preparacion;9;Primaria incompleta;Primaria incompleta;Otra actividad u ocupacion;Otra actividad u ocupacion;Estrato 1;No;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGROINDUSTRIAL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;224;4;100;166;3;67;162;3;70;130;A2;18;131;2;42;163;2;2
CC;COLOMBIA;F;3/05/2000;Area Rural;Soltero;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;8;Tecnica o tecnologica completa;Tecnica o tecnologica completa;Trabajador por cuenta propia;Hogar;Estrato 1;Si;No;No aplica;Trabaja en el hogar, no trabaja o estudia;0;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN FILOSOFIA Y LETRAS;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;145;2;50;160;3;60;153;2;61;145;A2;38;177;3;93;156;2;2
CC;COLOMBIA;M;1/01/1994;Cabecera Municipal;Soltero;No paga matricula;No;No;No;No;Repasa por cuenta propia;11;Postgrado;Educaci贸n profesional completa;Trabajador por cuenta propia;Empleado de nivel tecnico o profesional;Estrato 1;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja como profesional (por ejemplo medico, abogado, ingeniero);M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;MEDICINA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;143;2;48;88;1;2;109;1;18;152;A2;46;123;2;26;123;4;2
CC;COLOMBIA;M;30/09/2001;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;No realiza ninguna prueba de preparacion;8;Primaria incompleta;Primaria incompleta;Otra actividad u ocupaci贸n;Hogar;Estrato 1;No;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;QUIMICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;203;4;97;163;3;64;167;3;75;161;A2;58;0;;1;139;2;2
CC;COLOMBIA;M;8/10/1999;Area Rural;Soltero;No paga matricula;Si;No;No;Si;Repasa por cuenta propia;8;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 1;No;No;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGRONOMICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;163;3;70;152;2;50;145;2;52;143;A2;36;176;3;92;156;2;2
CC;COLOMBIA;M;18/07/2000;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;Repasa por cuenta propia;9;Educacion profesional completa;Tecnica o tecnologica completa;Empleado de nivel t茅cnico o profesional;Hogar;Estrato 2;Si;Si;Trabaja como profesional (por ejemplo medico, abogado, ingeniero);Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;PSICOLOGIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;202;3;96;202;4;96;210;4;99;180;B1;78;156;3;65;190;3;2
CC;COLOMBIA;F;20/10/1999;Area Rural;Soltero;No paga matricula;No;No;Si;Si;Repasa por cuenta propia;8;Primaria incompleta;T茅cnica o tecnol贸gica completa;Trabajador por cuenta propia;Trabajador por cuenta propia;Estrato 1;Si;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGRONOMICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;119;1;23;116;1;14;74;1;2;152;A2;47;82;1;2;109;1;2
CC;COLOMBIA;M;25/06/1989;Area Rural;Soltero;No paga matricula;No;No;No;Si;Repasa por cuenta propia;9;Primaria incompleta;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Hogar;Estrato 1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN CIENCIAS SOCIALES;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;140;2;44;175;3;76;133;2;40;131;A2;20;99;1;9;136;2;2
CC;COLOMBIA;M;28/02/1996;Cabecera Municipal;Soltero;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;9;Educacion profesional completa;Tecnica o tecnologica completa;Trabajador por cuenta propia;Hogar;Estrato 2;No;Si;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Es vendedor o trabaja en atencion al publico;0;UNIVERSIDAD DE NARI袿-PASTO;CONTADUR脥A P脷BLICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;193;3;93;201;4;96;170;3;77;165;B1;62;145;2;51;175;2;2
CC;COLOMBIA;F;2/01/1998;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;10;Secundaria (Bachillerato) incompleta;T茅cnica o tecnol贸gica completa;Peque帽o empresario;Trabajador por cuenta propia;Estrato 2;Si;Si;Es vendedor o trabaja en atencion al publico;Es due駉 de un negocio peque駉 (tiene pocos empleados o no tiene, por ejemplo tienda, papelera, etc;Entre 11 y 20 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA CIVIL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;BOGOT脕;149;2;54;133;2;29;159;3;67;156;A2;51;167;3;82;153;2;2
CC;COLOMBIA;F;27/08/2001;Area Rural;Soltero;Menos de 500 mil;No;No;Si;Si;No realiza ninguna prueba de preparacion;9;Primaria incompleta;Primaria incompleta;Trabajador por cuenta propia;Hogar;Estrato 1;Si;Si;Es agricultor, pesquero o jornalero;Es agricultor, pesquero o jornalero;0;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN CIENCIAS SOCIALES;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;140;2;44;195;3;92;159;3;67;145;A2;38;166;3;80;161;2;2
CC;COLOMBIA;F;25/01/2000;Cabecera Municipal;Soltero;No paga matricula;Si;No;Si;No;Repasa por cuenta propia;10;Educaci贸n profesional incompleta;Secundaria (Bachillerato) completa;Trabajador por cuenta propia;Hogar;Estrato 3;Si;No;No aplica;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;LICENCIATURA EN FILOSOFIA Y LETRAS;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;97;1;7;138;2;35;167;3;74;180;B1;78;0;;1;116;2;2
CC;COLOMBIA;M;18/10/1990;Cabecera Municipal;Union libre;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;10;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Empleado obrero u operario;Trabajador por cuenta propia;Estrato 1;No;Si;Trabaja en el hogar, no trabaja o estudia;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGRONOMICA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;120;1;24;134;2;30;107;1;16;129;A2;17;124;2;29;123;2;2
CC;COLOMBIA;M;18/03/2000;Cabecera Municipal;Soltero;No paga matricula;No;No;Si;No;Repasa por cuenta propia;9;Primaria incompleta;Primaria incompleta;Otra actividad u ocupaci贸n;Hogar;Estrato 1;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA CIVIL;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;202;3;96;173;3;74;153;2;61;135;A2;25;161;3;73;165;1;2
CC;COLOMBIA;F;25/01/2000;Cabecera Municipal;Soltero;Menos de 500 mil;No;No;Si;No;Repasa por cuenta propia;9;Tecnica o tecnologica completa;Tecnica o tecnologica completa;Empleado obrero u operario;Empleado de nivel auxiliar o administrativo;Estrato 2;No;Si;Es operario de maquinas o conduce vehiculos (taxita, chofer);Es vendedor o trabaja en atencion al publico;Menos de 10 horas;UNIVERSIDAD DE NARI袿-PASTO;ECONOMIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;156;3;62;149;2;48;117;1;24;139;A2;30;128;2;36;138;3;2
CC;COLOMBIA;F;11/06/2001;Cabecera Municipal;Soltero;No paga matricula;Si;No;No;No;No realiza ninguna prueba de preparacion;9;Secundaria (Bachillerato) incompleta;T茅cnica o tecnol贸gica completa;Otra actividad u ocupaci贸n;Empleado de nivel auxiliar o administrativo;Estrato 1;Si;No;No sabe;Trabaja como personal de limpieza, mantenimiento, seguridad o construccipn;0;UNIVERSIDAD DE NARI袿-PASTO;INGENIERIA AGROFORESTAL;SAN ANDRES DE TUMACO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;145;2;50;126;2;23;133;2;40;161;A2;57;123;2;27;138;2;2
CC;COLOMBIA;M;26/05/1999;Cabecera Municipal;Soltero;Menos de 500 mil;No;Si;Si;No;Repasa por cuenta propia;9;Primaria incompleta;Primaria incompleta;Empleado obrero u operario;Hogar;Estrato 2;No;Si;Es agricultor, pesquero o jornalero;Trabaja en el hogar, no trabaja o estudia;M谩s de 30 horas;UNIVERSIDAD DE NARI袿-PASTO;ECONOMIA;PASTO;NARI袿;UNIVERSITARIO;PRESENCIAL;OFICIAL DEPARTAMENTAL;NARI袿;143;2;48;176;3;77;141;2;48;125;A2;14;139;2;47;145;1;2
